lugar de interes,distancia min,estacion bici max,direccion de lugar de interes,bicis disponibles
Oficina de Atención a la Ciudadanía.(OAC) Villaverde. Línea Madrid,4601.557444950286,Calle Antonio López nº 129,CALLE ARROYO BUENO 53,19
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría  Integral de Distrito Salamanca,170.21994226011935,Calle Alejandro González nº 1,CALLE PEDRO HEREDIA 34,6
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría  Integral de Distrito San Blas-Canillejas,4065.532746363832,Calle Gutierre de Cetina nº 77,CALLE ESTOCOLMO 91,6
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Arganzuela,229.84877144265798,Paseo de la Esperanza nº 59,PASEO CHOPERA 2,13
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Barajas,7149.644730315675,Calle Gutierre de Cetina nº 77,CALLE TRESPADERNE 16,6
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Carabanchel,5887.456617871102,Glorieta Marqués de Vadillo nº 9,AVENIDA CARABANCHEL ALTO 61,5
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Centro - Sur,94.60310975715873,Plaza del Carmen nº 1,CALLE MONTERA 16,24
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Chamartín,937.725502230006,Avenida Pío XII nº 3,CALLE COMANDANTE AZCARRAGA 4,18
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Chamberí,105.47066125255193,Calle Santa Engracia nº 168,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 8,6
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Ciudad Lineal,2043.8912595524978,Calle Hacienda de Pavones nº 342,CALLE PELOPONESO 9,18
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Fuencarral - El Pardo,920.3938491130865,Calle Pedro Rico nº 4,AVENIDA SOTO PALACIOS 7,3
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Hortaleza,2500.2591460403855,Calle Carlota O'Neill nº 32,CALLE JAVIER DEL QUINTO 2,14
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Latina,5310.951032938249,Calle Caramuel nº 51,CALLE RODRIGO DE ARANA 50,7
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Moratalaz,333.2762192086215,Calle Hacienda de Pavones nº 342,CALLE FUENTE CARRANTONA 8,18
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Puente de Vallecas,1479.6050108894594,Camino de Valderribas nº 94,CALLE PUERTO DE CARDOSO 7,21
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Retiro,194.31327506898614,Calle Cerro de la Plata nº 2,CALLE HOYUELO 7,10
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Tetuán,1069.4444538310768,Calle Azucenas nº 1,AVENIDA ASTURIAS 68,12
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Usera,1652.1766070813396,Calle Antonio López nº 129,CALLE DOCTOR TOLOSA LATOUR 16,19
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Vicálvaro,4143.0193899312935,Calle Hacienda de Pavones nº 342,PASEO POLIDEPORTIVO 138,18
Oficina de Atención al Ciudadano de Policía Municipal (OACPM). Comisaría Integral de Distrito Villa de Vallecas,3275.4256693794805,Calle Hacienda de Pavones nº 342,CALLE REAL DE ARGANDA 64,18
Oficina de Atención al Ciudadano de Policía Municipal (OACPM)l. Comisaría Integral de Distrito Villaverde,4270.230714241209,Calle Antonio López nº 129,CARRETERA CARABANCHEL A VILLAVERDE 105 C/V a la calle de la Laguna Rodrigo,19
Oficina de Colaboración Participada. (Esta unidad realiza atención por vía telefónica y correo electrónico),244.66991296749015,Calle Antonio Maura nº 15,CALLE Montalbán 1 PLANTA 5,6
Oficina de Colaboración Participada. Servicio de Colaboración Social. (Esta unidad realiza atención por vía telefónica y correo electrónico),141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5,21
Oficina de Colaboración Participada. Servicio de Fomento del Asociacionismo. (Esta unidad realiza atención por vía telefónica y correo electrónico),141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5,21
Oficina de Colaboración Participada. Servicio de Órganos de Participación. (Esta unidad realiza atención por vía telefónica y correo electrónico),141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5,21
"Oficina de Información Juvenil - Zona 1. (Chamartín, Salamanca, Tetuán y Chamberí)",35.892410958027774,Calle Santa Engracia nº 168,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 2,6
"Oficina de Información Juvenil - Zona 3 (Latina, Centro y Carabanchel)",5554.404031798539,Glorieta Marqués de Vadillo nº 9,CALLE ALFONSO FERNANDEZ 23,5
"Oficina de Información Juvenil - Zona 4. (Villaverde, Arganzuela)",4275.20208366982,Calle Sodio nº 1B,CENTRO JUVENIL OUKA LEELE CALLE DEL SODIO 16 PLANTA 2,11
"Oficina de Información Juvenil - Zona 5. (Moratalaz, Ciudad Lineal y Vicálvaro)",3705.95545646772,Calle Hacienda de Pavones nº 342,CALLE TITANIO 5 PLANTA Baja,18
"Oficina de Información Juvenil - Zona 6. (Villa de Vallecas, Retiro y Puente de Vallecas)",3044.4763929884016,Calle Hacienda de Pavones nº 342,CALLE REAL DE ARGANDA 39,18
"Oficina de Información Juvenil - Zona 7. (Barajas, Hortaleza y San Blas - Canillejas)",6290.502007265249,Calle Gutierre de Cetina nº 77,AVENIDA LOGROÑO 179,6
Oficina de Información Juvenil - Zona 8. Usera,2076.983964509981,Calle San Delfín nº 9,CALLE AVENA 5,17
Oficina de Mediación,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA SEGUNDA,21
Oficina de Partenariado y Marca Madrid,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 3ª,4
Oficina de Proyectos Estratégicos y Participación Empresarial,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 4ª,21
Oficina de Tramitación de Ayudas Económicas para titulares de Tarjeta Familia (Distrito Ciudad Lineal),197.5655484351356,Avenida Marqués de Corbera nº 52,CALLE SANTA FELICIDAD 37,18
Oficina de Tramitación de Ayudas Económicas para titulares de Tarjeta Familia (Distrito Puente de Vallecas),909.6020413774103,Calle Arroyo del Olivar nº 6,CALLE JOSE SERRANO 19,24
Oficina de Tramitación de Ayudas Económicas para titulares de Tarjeta Familia (Distrito Usera),2076.983964509981,Calle San Delfín nº 9,CALLE AVENA 5,17
Oficina de la Secretaría de la Junta de Gobierno de la Ciudad de Madrid,141.3313636532696,Plaza Cibeles,CALLE MONTALBAN 1,21
"Oficina de objetos perdidos de la Empresa Municipal de Transportes de Madrid, S.A. (EMT)",104.96626167221874,Calle Cerro de la Plata nº 2,CALLE CERRO DE LA PLATA 4,10
Oficina de objetos perdidos del Ayuntamiento de Madrid,97.3959557892247,Calle Bolívar nº 3,PASEO MOLINO 7,15
"Oficina especializada del Servicio de Estacionamiento Regulado SER, ZBEDEP Distrito Centro y Plaza Elíptica, y Biciregistro.",47.4923266151919,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16,18
"Oficina municipal de información, orientación y acompañamiento para la integración social de la población inmigrante.  Oficina norte",267.50297792237984,Calle Doctor Santero nº 1,CALLE JUAN PANTOJA 2 PLANTA 1.ª,2
"Oficina municipal de información, orientación y acompañamiento para la integración social de la población inmigrante. Oficina sur",1890.7495215593171,Calle Caramuel nº 51,CALLE VIA CARPETANA 99,7
Oficinas de Información de Prestaciones OIP zona 1. Barrio Zofío (Usera),1597.8878607783915,Calle San Delfín nº 9,CALLE JUAN ZOFIO 23,17
Oficinas de Información de Prestaciones OIP zona 2. Barrio Palomeras Sureste (Puente de Vallecas),1342.9181543180875,Calle Hacienda de Pavones nº 342,CALLE ANTONIO MAIRENA 4,18
Oficinas de Información de Prestaciones OIP zona 3. Barrio Pueblo Nuevo (Ciudad Lineal),424.1763282952516,Calle José María de Pereda nº 1,CALLE EZEQUIEL SOLANA 37,21
Oficinas de Información de Prestaciones OIP zona 4. Barrio Cuatro Caminos (Tetuán).,242.041049091642,Calle Raimundo Fernández Villaverde nº 33,CALLE AVIADOR ZORITA 13,2
Organismo Autónomo Agencia de Actividades,37.02367656288097,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16,18
Organismo Autónomo Agencia para el Empleo de Madrid Oficinas Centrales,352.1174194193025,Paseo Imperial nº 20,PASEO DE LOS PONTONES 10,13
Organismo Autónomo Informática del Ayuntamiento de Madrid (IAM),1157.0294730731073,Calle Gutierre de Cetina nº 77,CALLE ALBARRACIN 33,6
Organismo Autónomo Madrid Salud,442.89543102560214,Plaza del Conde de Casal nº 8,AVENIDA MEDITERRANEO 62,6
Pabellón Multiusos Madrid Arena (Recinto Ferial Casa de Campo),1132.8717180093156,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 14,17
Pabellón Satélite Madrid Arena (Recinto Ferial Casa de Campo),1427.839483638126,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 9,17
Pabellón de Convenciones (Recinto Ferial Casa de Campo),1320.7572472116196,Calle Caramuel nº 51,AVENIDA PORTUGAL ,7
Pabellón de Cristal de la Casa de Campo,1098.6289776863653,Plaza Puerta del Ángel nº 4,AVENIDA PRINCIPAL 16,17
Pabellón de los Jardines de Cecilio Rodríguez,127.86745616340305,Avenida de Menéndez Pelayo nº 73,PASEO URUGUAY 5,10
Palacio de Cibeles,136.0013866245909,Plaza Cibeles,PLAZA CIBELES 1,21
Parque Arroyo Fresno,3432.3143762611976,Calle Pedro Rico nº 4,AVENIDA VENTISQUERO DE LA CONDESA 43,3
Parque Cerro Almodóvar,2474.62530978793,Calle Caramuel nº 51,CALLE MARCELINO CASTILLO 29,7
Parque de Atracciones de Madrid. Casa de Campo,2104.1976246115087,Plaza Puerta del Ángel nº 4,PARQUE ATRACCIONES CASA CAMPO ,17
Parque de Berlín,222.26692731871105,Avenida de Concha Espina nº 34,AVENIDA RAMON Y CAJAL 2,6
Parque de Educación Vial - Distrito de Moratalaz,617.3050542134853,Calle Hacienda de Pavones nº 342,CALLE LUIS DE HOYOS SAINZ 49,18
Parque de Educación Vial-Distrito Latina,5827.8817087221405,Calle Caramuel nº 51,AVENIDA LAS AGUILAS 14,7
Parque de Educación Vial-Distrito de Moratalaz,617.3050542134853,Calle Hacienda de Pavones nº 342,CALLE LUIS DE HOYOS SAINZ 49,18
Parque de Educación Vial-Distrito de Usera,2908.7479325483882,Calle Antonio López nº 129,CALLE TALBOT 10,19
Planetario de Madrid,690.1044248664895,Calle Sodio nº 1B,AVENIDA PLANETARIO 16,11
Plaza de Daoíz y Velarde,191.20336300390244,Calle León Gil de Palacio nº 3,PLAZA DAOIZ Y VELARDE 2,10
Plaza de Misterios. Recinto Ferial.,966.642562828724,Calle Gutierre de Cetina nº 77,CALLE MISTERIOS 1,6
Programa Quedamos al salir de clase Distrito Carabanchel: CMM Francisco de Goya,5267.370435834339,Glorieta Marqués de Vadillo nº 9,CALLE ALFREDO ALEIX 1,5
Programa Quedamos al salir de clase Distrito Villa de Vallecas (en CEIP Loyola de Palacio),3258.3138539569195,Calle Hacienda de Pavones nº 342,CAMINO EMBALSE DE NAVACERRADA 9,18
Puente de Vallecas. Unidad de Participación Ciudadana y Cooperación Público Social,317.29161067542447,Calle Arroyo del Olivar nº 6,AVENIDA ALBUFERA 42 Junta Municipal del Distrito de Puente de Vallecas.,24
Puerta Innovación,68.36974969548842,Glorieta de la Puerta de Toledo nº 1,CALLE TOLEDO 110,13
Punto Municipal I del Observatorio Regional de la Violencia de Género,269.0209047095026,Calle Doctor Santero nº 1,CALLE JUAN PANTOJA 2,2
Punto Municipal II del Observatorio Regional de Violencia de Género,210.2151430617216,Glorieta Marqués de Vadillo nº 9,CALLE VICENTA PARRA 1,5
Punto Municipal III del Observatorio Regional de Violencia de Género,1794.0917125651224,Calle Hacienda de Pavones nº 342,AVENIDA ALBUFERA 319 PLANTA 4 Local 409,18
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid -  Barajas Terminal 2 (Entre salas 5 y 6),6614.424415480253,Calle Gutierre de Cetina nº 77,AVENIDA HISPANIDAD 1 Aeropuerto de Barajas. Salas 5 y 6,6
Punto de Información Turística Aeropuerto Adolfo Suárez Madrid - Barajas Terminal 4 (Sala 10),6614.424415480253,Calle Gutierre de Cetina nº 77,AVENIDA HISPANIDAD Aeropuerto de Barajas. Salas 10,6
Punto de Información Turística Palacio Real,43.655302911731006,Plaza de Ramales,"CALLE BAILEN semiesquina calle Requena, frente Palacio Real",11
Punto de Información Turística Reina Sofía,73.87423570426277,Calle Santa Isabel nº 57,CALLE SANTA ISABEL 52,10
Punto de Información Turística de Cuesta de Moyano,61.428227339236535,Avenida de Alfonso XII nº 54,CALLE CLAUDIO MOYANO 1,5
Punto de Información Turística. CentroCentro,136.0013866245909,Plaza Cibeles,PLAZA CIBELES 1,21
Punto de Información Turística. Estadio Santiago Bernabéu,278.5311399988262,Paseo de la Habana nº 42,PASEO CASTELLANA 138,5
Punto de Información Turística. Paseo del Prado,299.652708661899,Calle del Marqués de Cubas nº 25,PLAZA CANOVAS DEL CASTILLO 1,10
Punto de Información Turística. Plaza de Callao,58.90265793350353,Calle Jacometrezo nº 3,PLAZA CALLAO,24
Puntos de Encuentro Familiar (PEF),215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Real Teatro de Retiro. Centro Cultural Daoíz y Velarde,221.65499969722288,Calle León Gil de Palacio nº 3,PLAZA DAOIZ Y VELARDE 4,10
Red de Bibliotecas Públicas Municipales. Servicios Centrales,207.35684469400482,Calle Conde Duque nº 22,CALLE CONDE DUQUE 9,23
Residencia Municipal de Mayores 'Santa Engracia',175.12258102046053,Calle Santa Engracia nº 127,CALLE SANTA ENGRACIA 118,13
Residencia Municipal de Mayores con Alzheimer 'Jazmín',2208.144654473304,Paseo de la Castellana nº 298,CALLE JAZMIN 48,13
Residencia Municipal de Mayores con Alzheimer 'Margarita Retuerto',277.96714428719616,Avenida de los Toreros nº 49,CALLE FRANCISCO ALTIMIRAS 4,9
Retiro. Unidad de Participación Ciudadana y Cooperación Público Social,191.20336300390244,Calle León Gil de Palacio nº 3,PLAZA DAOIZ Y VELARDE 2,10
Sala de Estudio del Centro Sociocultural Clara Campoamor (Retiro),229.00740766930213,Calle León Gil de Palacio nº 3,CENTRO CULTURAL DAOIZ Y VELARDE ,10
Sala de Exposiciones Maruja Mallo (Retiro),191.20336300390244,Calle León Gil de Palacio nº 3,PLAZA DAOIZ Y VELARDE 2,10
Sala de estudio Alfonso XII (Fuencarral - El Pardo),9359.786133927724,Avenida Complutense nº 23,CALLE MIRA EL RIO 4,8
Sala de estudio Alfredo Kraus (Fuencarral - El Pardo),3852.734081218119,Calle Pedro Rico nº 4,GLORIETA PRADERA DE VAQUERIZAS 9,3
Sala de estudio Almirante Churruca (Latina),6444.695106420363,Calle Caramuel nº 51,CALLE FUENTE DEL TIRO 72 PLANTA 1.ª,7
Sala de estudio Carril del Conde (Hortaleza),2004.3185157406474,Calle Condesa de Venadito nº 2,"CALLE CARRIL DEL CONDE 57 esquina a calle Santa Natalia, 2",12
Sala de estudio Centro Cultural San Juan Bautista (Ciudad Lineal),1015.0361198984348,Calle Condesa de Venadito nº 2,CALLE SAN NEMESIO 4,12
Sala de estudio Centro Dotacional Integrado de Arganzuela,139.66120080635244,Calle Palos de la Frontera nº 27,CALLE CANARIAS 17,8
Sala de estudio Centro Sociocultural Ciudad Lineal (Ciudad Lineal),379.7976369177454,Avenida Marqués de Corbera nº 52,CALLE POETA BLAS DE OTERO 81,18
Sala de estudio Centro Sociocultural El Greco (Latina),1777.137796897033,Calle Caramuel nº 51,CALLE EL GRECO 29,7
Sala de estudio Centro Sociocultural Moratalaz,254.87130255499306,Calle Hacienda de Pavones nº 342,CALLE FUENTE CARRANTONA 10,18
Sala de estudio Centro cultural El Torito (Moratalaz),240.96180776033458,Calle Camino de los Vinateros nº 108,AVENIDA MORATALAZ 130,18
Sala de estudio Centro cultural Lope de Vega (Puente de Vallecas),981.9169450156519,Calle Retama nº 5,CALLE CONCEJO DE TEVERGA 1,16
Sala de estudio Centro cultural Quinta del Berro - Rafael Altamira (Salamanca),371.66032122087046,Calle Sancho Dávila esquina Paseo Marqués de Zafra,CALLE ENRIQUE D'ALMONTE 1,13
Sala de estudio Ciudad Pegaso (San Blas - Canillejas),5219.584875749767,Calle Gutierre de Cetina nº 77,AVENIDA SEPTIMA 11,6
Sala de estudio Corín Tellado  (Moncloa-Aravaca),1056.5301896546084,Avenida Juan de Herrera frente a la calle Paul Guinard,CALLE SANTA POLA 22,5
Sala de estudio El Madroño (Vicálvaro),2948.3493309108403,Calle Hacienda de Pavones nº 342,CALLE VILLARDONDIEGO 36,18
Sala de estudio Fernando Lázaro Carreter (Carabanchel),737.5057516812386,Glorieta Marqués de Vadillo nº 9,CALLE VERDAD 29,5
Sala de estudio Fernando Vizcaíno Casas (Chamberí),347.01180374595987,Calle Guzmán el Bueno nº 1,CALLE BLASCO DE GARAY 38,10
Sala de estudio Francisco José González Tejera (Hortaleza),3766.4355279786378,Calle Carlota O'Neill nº 32,CALLE SANTA VIRGILIA 15,14
Sala de estudio Julio Cortázar (Moncloa-Aravaca),1706.983588279171,Calle Francos Rodríguez nº 62,CALLE ANTONIO MACHADO 20,3
Sala de estudio Los Rosales,4527.4968543808445,Calle Sodio nº 1B,AVENIDA LOS ROSALES 133,11
Sala de estudio Luis García Berlanga (Tetuán),443.15372567011775,Calle Azucenas nº 1,CALLE VI&amp;Ntilde;A VIRGEN 2,12
Sala de estudio Luis Gonzaga (Chamartín),103.62896970478016,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 142,4
Sala de estudio Montecarmelo (Fuencarral - El Pardo),3936.1445241476695,Calle Pedro Rico nº 4,Avenida Santuario de Valverde. 114 Carretera M-607 km 13-L10. Acceso a través del PAU Montecarmelo,3
Sala de estudio Oporto (Carabanchel),1766.13309262633,Glorieta Marqués de Vadillo nº 9,CENTRO SOCIOCULTURAL OPORTO ,5
Sala de estudio San Cristóbal,5187.295733117543,Calle Sodio nº 1B,PLAZA PINAZO 9,11
Sala de estudio Sanchinarro (Hortaleza),3562.2516235911917,Paseo de la Castellana nº 298,CALLE PRINCESA DE EBOLI 29,13
Sala de estudio Santa Petronila,4275.20208366982,Calle Sodio nº 1B,CALLE MARIA MARTINEZ OVIOL 12,11
Sala de estudio Valdebernardo (Vicálvaro),1486.3898509175215,Calle Hacienda de Pavones nº 342,BULEVAR INDALECIO PRIETO 21,18
Sala de estudio Villa del Prado de Arganzuela,202.68182712581321,Calle Méndez Álvaro nº 11,CALLE VILLA DEL PRADO 27,4
Sala de estudio del Centro Cultural Galileo (Chamberí),224.47011990353843,Calle Fernando el Católico nº 19,CALLE GALILEO 39,12
Sala de estudio y lectura Arquitecto Juan de Herrera (Latina),551.3327441478943,Calle Caramuel nº 51,CALLE MARIA DEL CARMEN 65,7
Sala de estudio y lectura Centro Sociocultural Latina (Latina),5310.339976122596,Calle Caramuel nº 51,CALLE RODRIGO DE ARANA 50,7
Sala de estudio y lectura Centro Sociocultural Teresa de Calcuta (Barajas),6600.010228535965,Calle Gutierre de Cetina nº 77,PLAZA NAVIO 4,6
Sala de estudio y lectura Escritor Pedro de Répide (Latina),551.3327441478943,Calle Caramuel nº 51,CALLE MARIA DEL CARMEN 65,7
Sala de estudio y lectura Fuente de San Pedro - Valderrivas,3705.95545646772,Calle Hacienda de Pavones nº 342,CALLE TITANIO 5,18
Sala de estudio y lectura José Luis Sampedro (Latina),2441.9573480914232,Calle Caramuel nº 51,CALLE CASTROSERNA 4,7
Sala de estudio y lectura Maqueda (Latina),4335.931391326056,Calle Caramuel nº 51,CALLE MAQUEDA 5,7
Sala de estudio y lectura Miguel Hernández (Latina),6847.612807774443,Calle Caramuel nº 51,CALLE SERRADILLA 13,7
Sala de estudio y lectura Sara Montiel (Latina),4409.298339425844,Calle Caramuel nº 51,CARRETERA BOADILLA DEL MONTE 40,7
Sala de estudio y lectura del Centro Cultural Las Californias (Retiro),415.4326055630881,Calle Retama nº 5,CALLE LUIS PEIDRO 2,16
Sala de estudio Ágata,4831.532693348284,Calle Antonio López nº 129,CALLE DOCTOR MARTIN AREVALO 2,19
"Sala de estudios Espacio Cultural Núñez de Balboa, 40 (Salamanca)",129.3774221744736,Calle Ayala nº 44,CALLE NUÑEZ DE BALBOA 40,1
Sala de exposiciones La Lonja. Centro Cultural Casa del Reloj (Arganzuela),161.4635220606404,Paseo de la Chopera nº 14,PASEO CHOPERA 10,4
Sala de lectura Centro sociocultural Cánovas del Castillo (Usera),298.17784699369565,Calle Antonio López nº 129,CALLE JULIO AGUIRRE 10,19
Sala de lectura Pilares (Barajas),8670.86440476988,Calle Gutierre de Cetina nº 77,CALLE LOS PILARES 3,6
Salamanca. Unidad de Participación Ciudadana y Cooperación Público Social,73.24870372263129,Calle Ayala nº 44,CALLE VELAZQUEZ 52 PLANTA 4ª Junta Municipal del Distrito de Salamanca.,1
Salas de ensayo Pau Donés y Luis Eduardo Aute (Salamanca),438.6239712547602,Calle Sancho Dávila esquina Paseo Marqués de Zafra,CALLE ALCALDE SAINZ DE BARANDA 94,13
Salas de estudio Centro Cultural Pozo del tío Raimundo (Puente de Vallecas),2326.373286995983,Calle Arroyo del Olivar nº 6,AVENIDA GLORIETAS 19,24
Salas de estudio Centro cultural Mercado de Ibiza (Retiro),85.729526522219,Calle Ibiza nº 18,CALLE IBIZA 8 PLANTA 1ª,13
Salas de estudio Miguel de Cervantes (San Blas - Canillejas),3395.68519727877,Calle Gutierre de Cetina nº 77,CALLE ALIAGA 5,6
San Blas - Canillejas. Unidad de Participación Ciudadana y Cooperación Público Social,3539.0902644257208,Calle Gutierre de Cetina nº 77,AVENIDA ARCENTALES 28 Junta Municipal del Distrito de San Blas - Canillejas,6
Sección Administrativa y Régimen Jurídico. Departamento Jurídico. Subdirección General de Régimen Jurídico y Autorizaciones. Dirección General de Gestión y Vigilancia de la Circulación,1149.978212296386,Calle Gutierre de Cetina nº 77,CALLE ALBARRACIN 33,6
Sección de Educación de Adultos,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Sección de Información de Inventario del Suelo,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA 4ª,14
Sección de Ocupación de la Vía Pública,563.5572845521898,Calle Colombia nº 7,CALLE PARAGUAY 8 PLANTA BAJA,6
Secretaría Técnica del Foro de Empresas por Madrid,70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 3ª,4
Servicio de Actividades Educativas,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Servicio de Arbitraje de Consumo,68.89162381180131,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Servicio de Asesoramiento a la Emergencia Residencial,140.98684998427183,Glorieta de la Puerta de Toledo nº 1,RONDA TOLEDO 10,13
Servicio de Asesoría Jurídica para Jóvenes. Centro juvenil Chamberí,37.954756903056975,Calle Santa Engracia nº 168,CALLE RAIMUNDO FERNANDEZ VILLAVERDE 2,6
Servicio de Asesoría Jurídica para Jóvenes.Centro Juvenil Pipo Velasco,2076.983964509981,Calle San Delfín nº 9,CALLE AVENA 5,17
Servicio de Atención Turística de Emergencia (SATE). Comisaría de Centro,242.25340167915343,Calle Princesa nº 5,CALLE LEGANITOS 19,22
Servicio de Atención a Mujeres Víctimas de Violencia de Género (S.A.V.G. 24 horas),716.183294122884,Calle Jose del Hierro nº 5,CALLE VIRGEN DE LLUC 101,20
Servicio de Calidad del Aire,36.02538582737639,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 4ª,18
Servicio de Contratación. Área de Gobierno de Desarrollo Urbano,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA 5ª,14
"Servicio de Contratación. Área de Gobierno de Portavoz, Seguridad y Emergencias",70.50963839268466,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 2.ª,4
Servicio de Coordinación Jurídico Administrativa (Subdirección General de Educación y Juventud),215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Servicio de Educación Infantil y otros programas,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Servicio de Estadística Municipal,67.33415775377159,Calle Prim nº 2,CALLE AUGUSTO FIGUEROA 36 PLANTA 1ª,24
Servicio de Gestión de Suelo Público,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA 4ª,14
Servicio de Gestión del Boletín Oficial del Ayuntamiento de Madrid (BOAM)  y servicios generales,92.361341910865,Calle Alcalá nº 49,CALLE ALCALA 45 PLANTA 5.ª,30
Servicio de Gestión del Patrimonio Municipal del Suelo,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA 4ª,14
Servicio de Información y Venta de Publicaciones de Urbanismo,4036.8691740140403,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA Baja,14
Servicio de Inmunoprofilaxis de la Rabia Humana,140.94123534097136,Calle Ortega y Gasset nº 87,CALLE MONTESA 22,3
Servicio de Innovación Comercial y Disciplina,68.89162381180131,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140,4
Servicio de Inspección Ambiental,36.02538582737639,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16 PLANTA 5ª,18
Servicio de Inspección de Consumo,68.89162381180131,Calle María Francisca nº 1,CALLE PRINCIPE DE VERGARA 140 PLANTA 3,4
Servicio de Padrón de Habitantes,67.33415775377159,Calle Prim nº 2,CALLE AUGUSTO FIGUEROA 36 PLANTA 1ª,24
"Servicio de Tasas y del Impuesto sobre Construcciones, Instalaciones y Obras",4039.1815070623934,Calle Carlota O'Neill nº 32,CALLE RIBERA DEL SENA 21 PLANTA BAJA,14
Servicio de asesoramiento a entidades y colectivos ciudadanos,2688.0204257945215,Calle Caramuel nº 51,CALLE LA LATINA 21 LOCAL 13,7
Servicio de la Oficina Azul,140.80620275519507,Plaza Cibeles,CALLE MONTALBAN 1 PLANTA 5ª Palacio de Cibeles,21
Servicio del Impuesto sobre el Incremento de Valor de los Terrenos de Naturaleza Urbana (plusvalía),123.25177571830615,Plaza del Cordón,CALLE SACRAMENTO 5,12
Servicio municipal de atención a víctimas de LGTBIfobia,100.11256819220897,Plaza de San Ildefonso,CALLE SAN JOAQUIN 10 PLANTA 1,23
Servicio veterinario municipal de urgencias (SEVEMUR),7525.660096278917,Calle Caramuel nº 51,CARRETERA BARRIO DE LA FORTUNA 33,7
Subdirección General de Agentes de Movilidad. Dirección General de Gestión y Vigilancia de la Circulación,563.5572845521898,Calle Colombia nº 7,CALLE PARAGUAY 8 PLANTA BAJA,6
Subdirección General de Educación y Juventud,215.4392649578025,Paseo de la Chopera nº 14,PASEO CHOPERA 41,4
Subdirección General de Energía y Cambio Climático,37.02367656288097,Calle Juan Martín el Empecinado nº 16,CALLE BUSTAMANTE 16,18
